Implemented,study-id,result-id,Coded?,Result description,Relevant claim,Claim in abstract,Research question importance,Location in paper,Region of qualitative similarity,Individual-level,Population variable,Estimation method,Design,Stata cmd,Time index,Geographic index,Other indices,Notes
1,allison-2023,arr_pblackxhprime,1,Relationship between the distance between arrest rates and percent of Black instate analysis,Empirical evidence is consistent with a model of arrest maximization: there is a statistically significant negative relationship between the distance between arrest rates and percent Black.,1,Co-Primary ,"Table 1, column 3, Panel A, coeff of percent black x hprime",sum with arr_pblack < 0,,population,FE,Panel,reghdfe,year,U.S. state,,
1,allison-2023,arr_pblack,1,Relationship between the distance between arrest rates and percent of Black incity analysis,Empirical evidence is consistent with a model of arrest maximization: there is a statistically significant negative relationship between the distance between arrest rates and percent Black.,1,Co-Primary ,"Table 1, column 3, Panel A, coeff of percent black",sum with arr_pblackxhprime < 0,,population,FE,Panel,reghdfe,year,city,,
1,allison-2023,ps_pblackxhprime,1,Impact of percent black on police spending,"These results can potentially reject predictions of arrest maximization, but not crime minimization",1,Co-Primary ,"Table 2, column 3, Panel B, coeff of percent black x hprime",insignificant,,population,FE,Panel,reghdfe,year,U.S. state,,
1,allison-2023,ps_pblack,1,Impact of percent black on police spending,"These results can potentially reject predictions of arrest maximization, but not crime minimization",1,Co-Primary ,"Table 2, column 3, Panel B, coeff of percent black",insignificant,,population,FE,Panel,reghdfe,year,city,,
1,glenn-2009,salestax-128,1,Impact of sales tax rates that apply to purchases from offline retailers on e-retail sales,"a strong relationship between e-retail sales to a given state and sales tax rates that apply to purchases from offline retailers,",1,Co-Primary ,"Table 2, column 1, coeff of OfflineSalesTaxRate on Quantity128","positive, significant",,pop00,Binomial,Panel,nbreg,day,U.S. state,,
1,glenn-2009,salestax-256,1,Impact of sales tax rates that apply to purchases from offline retailers on e-retail sales,"a strong relationship between e-retail sales to a given state and sales tax rates that apply to purchases from offline retailers,",1,Co-Primary ,"Table 2, column 1, coeff of OfflineSalesTaxRate on Quantity256","positive, significant",,pop00,Binomial,Panel,nbreg,day,U.S. state,,
1,baker-2015,irca-allcrime,1,Impact of legalized IRCA applicants per capita on overall crime,"I find persistent decreases in crime of 3 percent to 5 percent, primarily driven by a drop in property crimes; Column 1 reports that an increase of one percentage point in the number of legalized IRCA applicants per capita is associated with a fall in overall crime of 4.5 percent.",1,Co-Primary ,"Table 1, column 1, coeff of IRCA per capita","negative, significant",,"Police, pop, TotalAllCrimes",FE,Panel,areg,year,U.S. county,,
1,baker-2015,irca-violentcrime,1,Impact of legalized IRCA applicants per capita on violent crime,"I find persistent decreases in crime of 3 percent to 5 percent, primarily driven by a drop in property crimes.",1,Co-Primary ,"Table 1, column 3, coeff of IRCA per capita","negative, insignificant",,"Police, pop, TotalAllCrimes",FE,Panel,areg,year,U.S. county,,
1,baker-2015,irca-propertycrime,1,Impact of legalized IRCA applicants per capita on property crime,"I find persistent decreases in crime of 3 percent to 5 percent, primarily driven by a drop in property crimes.",1,Co-Primary ,"Table 1, column 4, coeff of IRCA per capita","negative, significant, smaller than −1.333",,"Police, pop, TotalAllCrimes",FE,Panel,areg,year,U.S. county,,
1,fortin-2006,owncor-sup,1,Impact of THE OWN-COHORT RELATIVE SUPPLY EFFECT ON THE COLLEGE–HIGH SCHOOL LOG WAGE PREMIUM FOR WORKERS AGE 26 –35,"The withinstate estimates of the own-cohort relative supply effect shed some light on the extent
to which the U.S. labor market can be characterized as a single national market or
a collection of state-specific labor markets. ",1,Secondary,"Table 2, column 3, coeff of Own-cohort relative supply","negative, significant",,,OLS,Panel,reg,year,state,,
1,fortin-2006,lnstapc-enroll,1,IMPACT OF HIGHER-EDUCATION POLICIES ON STATE LOG FTE-4YR PUBLIC ENROLLMENT RATES USING YEARLY VARIABLES AND STATE-POPULATION WEIGHTS,"there is a tight link between higher education policies, past enrollment rates, and recent changes in the college wage premium among labor market entrants. The analysis reveals, however, that this relationship is much weaker in states with high private enrollment rates, high levels of interstate mobility, or interstate trade",1,Co-Primary ,"Table 4, column 1, coeff of Log college-age population","positive, significant",,pop,OLS,Panel,reg,year,state,,
1,fortin-2006,owncor-sup-3,1,Impact of THE OWN-COHORT RELATIVE SUPPLY EFFECT ON THE COLLEGE–HIGH SCHOOL LOG WAGE PREMIUM using 3 step estimate,"there is a tight link between higher education policies, past enrollment rates, and recent changes in the college wage premium among labor market entrants. The analysis reveals, however, that this relationship is much weaker in states with high private enrollment rates, high levels of interstate mobility, or interstate trade",1,Co-Primary ,"Table 5, column 4, coeff of Own-cohort relative supply","negative, significant",,pop,3SLS,Panel,ivreg,year,state,,Accepting a small SE discrepancy (.045 vs .056)
1,duquette-2018,ln_sht01_frank-ln_c_styear,1,Impact of Inequality on donations across states,"donations by high-income households in the USA have moved inversely with income inequality.Across the span of 100 years, income inequality and the philanthropy of the rich varied greatly across the U.S. states.21 This section will explore whether differences in income inequality across place, within years, are linked to lower high-income giving.",1,Primary,"Table 4, column 4, coeff of top income","negative, significant",,pop,OLS,Panel,reg,year,state,,
1,strain-2023,fpucandpua-emp,1,Effects of Early Expiration of FPUC and PUA or Just FPUC on the State Employment Population Ratio,"We also find evidence of reductions in state‐level unemployment rates, increases in employment‐populations ratios, and reductions in the share of households that had no difficulty meeting expenses... Among prime-age workers, both the DD coefficient including Covid controls and the DDD coefficient are significant at the 10 percent level suggesting a 1.0-1.2 percentage point average increase in e-pop ratios following early exit from both programs.",1,Secondary,"Table 3, column 3, panel A, coeff of ending Both FPUC and PUA In June 2021 X
Post June","positive, significant",,statepop_2554,DDD,Panel,reghdfe,year,state,,
1,strain-2023,fpucandpua-unemp,1,Effects of Early Expiration of FPUC and PUA or Just FPUC on the State Unemployment Rate,"We also find evidence of reductions in state‐level unemployment rates, increases in employment‐populations ratios, and reductions in the share of households that had no difficulty meeting expenses... Among prime-age workers, the DD coefficient suggests a 0.9 percentage point average
decrease in the state unemployment rate following early exit from both programs, after
controlling for Covid-related variables.",1,Co-Primary ,"Table 3, column 2, panel B, Ending Both FPUC and PUA In June 2021 X
Post June","negative, significant",,statepop_2554,DD,Panel,reghdfe,year,state,,
1,saiz-2011,foreigncap-value,1,Effect of share of immigrants in a neighborhood on neighborhood's average housing value.,Our approach deals explicitly with potential unobservable shocks that may be correlated with proximity to immigrant enclaves. The evidence is consistent with a causal interpretation of an impact from growing immigrant density to native flight and relatively slower housing value appreciation... The results suggest that a change of one percentage point in the share of immigrants in a neighborhood is associated with a relative decrease of roughly 0.25 log points in the neighborhood's average housing value.,1,Co-Primary ,"Table 1, column 3, change(Foreign born/population)","negative, significant",,"lopo, l1pop",IV,Panel,ivreg2,year,U.S. census tract,,
1,saiz-2011,immicap-nhwhitegro,1,Effect of share of immigrants in a neighborhood on change in non-hispanic white population.,Our approach deals explicitly with potential unobservable shocks that may be correlated with proximity to immigrant enclaves. The evidence is consistent with a causal interpretation of an impact from growing immigrant density to native flight and relatively slower housing value appreciation.,1,Co-Primary ,"Table 3, column 8, change(Foreign born/population)","negative, significant",,"lopo, l1pop",IV,Panel,ivreg,year,U.S. census tract,,
1,luca-2015,prohibit-nonfatal,1,Effect of prohibition of alcohol on non-fatal violence against women.,"With these costs in mind, this paper focuses on two questions. First, are prohibition policies effective in curbing alcohol consumption in the context of a developing country? Second, does alcohol prohibition reduce violence against women? We then extend our analysis by examining the effect of prohibition on other types of violence against women using state-year panel data.",1,Co-Primary,"Table 2, column 1, Panel A, coeff of prohibition","negative, significant",,pop,FE,Panel,areg,year,state,,
1,luca-2015,prohibit-fatal,1,Effect of prohibition of alcohol on fatal violence against women.,"With these costs in mind, this paper focuses on two questions. First, are prohibition policies effective in curbing alcohol consumption in the context of a developing country? Second, does alcohol prohibition reduce violence against women? We then extend our analysis by examining the effect of prohibition on other types of violence against women using state-year panel data.",1,Co-Primary,"Table 2, column 1, Panel B, coeff of prohibition","negative, significant",,pop,FE,Panel,areg,year,state,,
